1 3 2 1472
1	58	27	49	1	1
2	49	6	58	1	1
3	51	49	27	1	1
4	6	49	15	1	1
5	248	416	387	1	1
6	387	416	313	1	1
7	360	387	198	1	1
8	388	387	360	1	1
9	9	112	86	1	1
10	69	70	38	1	1
11	351	127	53	1	1
12	127	161	53	1	1
13	68	469	468	1	1
14	215	457	214	1	1
15	15	49	51	1	1
16	479	14	4	1	1
17	50	63	101	1	1
18	44	4	13	1	1
19	13	4	57	1	1
20	471	325	324	1	1
21	88	102	103	1	1
22	73	34	72	1	1
23	72	34	75	1	1
24	478	83	379	1	1
25	611	322	341	1	1
26	441	322	578	1	1
27	137	110	136	1	1
28	162	45	8	1	1
29	1060	181	457	1	1
30	1165	45	100	1	1
31	464	321	445	1	1
32	480	238	123	1	1
33	289	163	290	1	1
34	445	321	1102	1	1
35	87	161	127	1	1
36	330	329	193	1	1
37	19	325	326	1	1
38	73	72	8	1	1
39	74	51	38	1	1
40	235	251	81	1	1
41	139	33	59	1	1
42	27	58	50	1	1
43	868	297	281	1	1
44	24	29	87	1	1
45	96	87	29	1	1
46	808	69	22	1	1
47	22	69	27	1	1
48	182	212	172	1	1
49	353	352	207	1	1
50	461	177	481	1	1
51	177	463	481	1	1
52	31	54	77	1	1
53	310	417	211	1	1
54	1204	270	271	1	1
55	1204	447	270	1	1
56	470	318	482	1	1
57	344	318	470	1	1
58	316	33	139	1	1
59	449	336	71	1	1
60	14	57	4	1	1
61	5	57	14	1	1
62	14	108	70	1	1
63	73	100	16	1	1
64	329	236	331	1	1
65	250	268	270	1	1
66	391	431	429	1	1
67	443	444	171	1	1
68	331	464	62	1	1
69	302	298	217	1	1
70	302	217	303	1	1
71	637	625	215	1	1
72	366	637	215	1	1
73	187	483	436	1	1
74	436	186	576	1	1
75	50	58	63	1	1
76	11	47	75	1	1
77	484	265	124	1	1
78	291	292	36	1	1
79	102	29	24	1	1
80	63	32	110	1	1
81	110	101	63	1	1
82	366	465	216	1	1
83	9	22	50	1	1
84	43	153	3	1	1
85	137	136	43	1	1
86	485	308	91	1	1
87	397	278	282	1	1
88	573	188	395	1	1
89	3	11	17	1	1
90	50	22	27	1	1
91	229	26	486	1	1
92	196	379	374	1	1
93	89	456	487	1	1
94	89	487	98	1	1
95	134	77	18	1	1
96	38	51	69	1	1
97	1035	321	464	1	1
98	234	488	459	1	1
99	302	459	488	1	1
100	135	132	52	1	1
101	470	204	369	1	1
102	87	3	153	1	1
103	122	305	265	1	1
104	13	93	44	1	1
105	297	117	281	1	1
106	489	194	328	1	1
107	490	227	370	1	1
108	11	20	47	1	1
109	1126	411	200	1	1
110	217	299	300	1	1
111	43	134	18	1	1
112	5	16	99	1	1
113	99	16	100	1	1
114	240	446	241	1	1
115	240	262	446	1	1
116	55	33	54	1	1
117	111	9	101	1	1
118	111	112	9	1	1
119	353	354	362	1	1
120	132	6	131	1	1
121	13	57	99	1	1
122	123	239	241	1	1
123	240	241	239	1	1
124	106	35	105	1	1
125	4	44	607	1	1
126	152	55	74	1	1
127	3	17	43	1	1
128	134	32	52	1	1
129	64	138	112	1	1
130	359	264	491	1	1
131	116	358	359	1	1
132	606	105	103	1	1
133	24	627	102	1	1
134	294	295	36	1	1
135	76	492	98	1	1
136	210	454	356	1	1
137	12	75	47	1	1
138	12	72	75	1	1
139	493	195	375	1	1
140	1	74	55	1	1
141	577	494	190	1	1
142	125	246	494	1	1
143	328	329	331	1	1
144	42	479	570	1	1
145	51	27	69	1	1
146	5	99	57	1	1
147	1019	1017	253	1	1
148	24	127	350	1	1
149	24	87	127	1	1
150	125	427	757	1	1
151	756	125	757	1	1
152	1093	568	605	1	1
153	605	202	436	1	1
154	183	213	212	1	1
155	212	182	183	1	1
156	93	100	45	1	1
157	93	99	100	1	1
158	13	99	93	1	1
159	175	23	176	1	1
160	23	910	911	1	1
161	374	379	83	1	1
162	8	72	12	1	1
163	495	21	441	1	1
164	496	146	169	1	1
165	604	313	564	1	1
166	79	59	39	1	1
167	600	203	572	1	1
168	204	386	355	1	1
169	76	47	492	1	1
170	15	51	1	1	1
171	28	46	44	1	1
172	200	411	410	1	1
173	33	77	54	1	1
174	217	300	301	1	1
175	58	135	63	1	1
176	251	389	252	1	1
177	81	251	252	1	1
178	69	5	70	1	1
179	14	70	5	1	1
180	101	9	50	1	1
181	1115	1116	88	1	1
182	43	18	153	1	1
183	118	438	224	1	1
184	645	149	165	1	1
185	55	152	39	1	1
186	387	313	198	1	1
187	31	131	1	1	1
188	103	105	35	1	1
189	88	103	35	1	1
190	139	59	1615	1	1
191	638	243	465	1	1
192	352	357	275	1	1
193	352	275	207	1	1
194	431	392	432	1	1
195	294	317	295	1	1
196	633	170	617	1	1
197	170	633	640	1	1
198	17	138	137	1	1
199	31	1	54	1	1
200	606	569	105	1	1
201	333	330	71	1	1
202	16	86	73	1	1
203	28	44	93	1	1
204	55	54	1	1	1
205	135	6	132	1	1
206	1116	98	88	1	1
207	427	187	497	1	1
208	188	1424	427	1	1
209	141	140	56	1	1
210	922	162	148	1	1
211	65	423	1017	1	1
212	3	96	11	1	1
213	248	274	273	1	1
214	582	37	498	1	1
215	1112	46	28	1	1
216	28	468	469	1	1
217	1	51	74	1	1
218	52	32	63	1	1
219	299	298	290	1	1
220	75	34	138	1	1
221	63	135	52	1	1
222	110	64	111	1	1
223	457	181	214	1	1
224	310	197	500	1	1
225	499	417	310	1	1
226	112	34	86	1	1
227	98	48	76	1	1
228	441	578	495	1	1
229	320	501	464	1	1
230	317	78	106	1	1
231	106	78	113	1	1
232	291	296	292	1	1
233	158	157	30	1	1
234	239	308	122	1	1
235	308	307	122	1	1
236	131	15	1	1	1
237	31	132	131	1	1
238	401	211	384	1	1
239	562	246	220	1	1
240	309	402	451	1	1
241	402	604	451	1	1
242	148	37	25	1	1
243	162	37	148	1	1
244	151	39	152	1	1
245	502	380	376	1	1
246	233	177	461	1	1
247	23	911	233	1	1
248	45	28	93	1	1
249	608	151	108	1	1
250	95	29	97	1	1
251	97	29	102	1	1
252	75	17	11	1	1
253	1165	8	45	1	1
254	58	6	135	1	1
255	464	445	320	1	1
256	215	180	457	1	1
257	570	46	42	1	1
258	238	366	237	1	1
259	880	26	879	1	1
260	232	389	1219	1	1
261	500	454	210	1	1
262	503	170	442	1	1
263	52	133	134	1	1
264	270	447	250	1	1
265	326	325	327	1	1
266	326	327	194	1	1
267	476	609	184	1	1
268	454	94	369	1	1
269	369	356	454	1	1
270	425	424	80	1	1
271	386	467	61	1	1
272	70	152	38	1	1
273	70	151	152	1	1
274	108	151	70	1	1
275	111	64	112	1	1
276	318	572	482	1	1
277	165	167	148	1	1
278	866	269	270	1	1
279	461	462	192	1	1
280	28	45	383	1	1
281	155	407	414	1	1
282	886	407	155	1	1
283	167	149	168	1	1
284	304	504	433	1	1
285	201	404	408	1	1
286	220	1041	437	1	1
287	610	427	125	1	1
288	73	86	34	1	1
289	96	29	95	1	1
290	97	102	88	1	1
291	64	110	137	1	1
292	140	141	1142	1	1
293	1673	104	317	1	1
294	31	77	133	1	1
295	263	311	1213	1	1
296	148	25	165	1	1
297	7	385	183	1	1
298	145	183	908	1	1
299	111	101	110	1	1
300	193	332	330	1	1
301	217	301	1053	1	1
302	1053	301	142	1	1
303	505	61	467	1	1
304	8	12	162	1	1
305	208	244	245	1	1
306	10	245	244	1	1
307	336	335	345	1	1
308	11	95	20	1	1
309	133	132	31	1	1
310	618	444	443	1	1
311	97	20	95	1	1
312	98	20	97	1	1
313	153	18	316	1	1
314	316	18	33	1	1
315	424	81	423	1	1
316	97	88	98	1	1
317	227	344	470	1	1
318	96	95	11	1	1
319	52	132	133	1	1
320	139	140	53	1	1
321	985	1219	984	1	1
322	96	3	87	1	1
323	55	59	33	1	1
324	865	269	866	1	1
325	756	246	125	1	1
326	37	76	498	1	1
327	249	272	273	1	1
328	274	249	273	1	1
329	12	76	37	1	1
330	76	12	47	1	1
331	193	325	471	1	1
332	471	332	193	1	1
333	390	210	356	1	1
334	105	104	1673	1	1
335	370	369	94	1	1
336	1117	158	89	1	1
337	282	278	164	1	1
338	496	212	146	1	1
339	144	506	160	1	1
340	327	193	329	1	1
341	902	296	163	1	1
342	459	129	792	1	1
343	55	39	59	1	1
344	449	341	874	1	1
345	166	25	261	1	1
346	165	25	166	1	1
347	38	152	74	1	1
348	42	574	108	1	1
349	507	224	438	1	1
350	223	224	507	1	1
351	416	248	273	1	1
352	161	87	153	1	1
353	612	505	579	1	1
354	567	206	579	1	1
355	603	626	208	1	1
356	413	209	409	1	1
357	92	413	409	1	1
358	508	316	139	1	1
359	67	509	474	1	1
360	474	184	510	1	1
361	106	157	35	1	1
362	89	1115	1117	1	1
