1	7.234658e+07
2	0.000000e+00
3	5.250182e+08
4	6.698289e+07
5	0.000000e+00
6	0.000000e+00
7	6.228628e+07
8	7.509118e+07
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
1	0.000000e+00
2	0.000000e+00
3	0.000000e+00
4	0.000000e+00
5	0.000000e+00
6	0.000000e+00
7	0.000000e+00
8	0.000000e+00
