1	16945
1 3.51307e+01 1.85576e+01 2.18919e+01
2 3.13988e+01 1.72848e+01 2.29709e+01
3 3.30492e+01 1.55053e+01 2.96391e+01
4 2.70276e+01 1.55562e+01 3.31382e+01
5 3.15241e+01 4.65930e+01 3.31295e+01
6 1.74833e+01 2.40792e+01 2.57856e+01
7 2.82528e+01 4.56318e+01 2.52778e+01
8 2.81269e+01 1.67877e+01 3.79528e+01
9 2.12217e+01 2.55798e+01 4.24253e+01
10 3.13793e+01 1.60903e+01 3.68676e+01
11 3.51267e+01 2.84665e+01 1.58347e+01
12 2.85054e+01 1.59975e+01 3.64637e+01
13 4.16716e+01 3.13107e+01 4.28812e+01
14 2.08174e+01 1.97129e+01 3.56428e+01
15 4.13176e+01 4.12890e+01 3.73478e+01
16 3.24351e+01 1.83206e+01 4.06945e+01
17 4.34716e+01 2.26352e+01 2.56720e+01
18 2.61917e+01 1.65213e+01 3.59307e+01
19 2.05371e+01 1.88174e+01 3.12911e+01
20 2.31141e+01 2.03761e+01 3.98946e+01
21 2.87137e+01 1.55427e+01 3.48339e+01
22 3.25871e+01 1.54896e+01 3.30772e+01
23 4.04449e+01 1.80817e+01 3.16734e+01
24 3.06020e+01 1.67155e+01 3.85151e+01
25 2.88800e+01 1.94845e+01 4.20456e+01
26 3.80351e+01 4.01740e+01 1.98618e+01
27 1.79730e+01 3.92403e+01 3.49965e+01
28 3.71470e+01 4.52022e+01 3.46793e+01
29 2.59354e+01 1.84971e+01 3.96280e+01
30 4.24289e+01 4.14257e+01 2.70567e+01
31 3.34648e+01 1.61705e+01 3.60178e+01
32 2.97451e+01 1.52046e+01 3.17786e+01
33 2.63115e+01 1.61771e+01 2.67222e+01
34 2.40922e+01 2.12910e+01 2.03160e+01
35 2.15078e+01 3.48786e+01 1.89218e+01
36 2.37094e+01 1.70245e+01 3.28026e+01
37 3.27416e+01 3.65629e+01 4.58827e+01
38 2.66372e+01 1.57318e+01 2.99647e+01
39 4.67060e+01 3.14446e+01 3.26720e+01
40 3.60930e+01 1.63160e+01 3.32500e+01
41 3.99820e+01 1.96542e+01 3.76277e+01
42 4.50022e+01 2.38893e+01 3.42253e+01
43 3.08632e+01 2.91172e+01 4.67742e+01
44 2.86846e+01 4.65463e+01 2.96225e+01
45 2.14348e+01 4.38352e+01 2.97728e+01
46 2.45750e+01 4.50652e+01 3.52945e+01
47 1.70547e+01 2.31347e+01 3.18928e+01
48 1.54287e+01 3.28522e+01 3.03653e+01
49 4.20711e+01 2.48447e+01 4.06696e+01
50 2.88698e+01 1.76263e+01 3.98787e+01
51 3.00477e+01 1.57698e+01 3.60320e+01
52 2.98119e+01 1.61905e+01 3.71883e+01
53 3.17012e+01 4.61649e+01 2.62920e+01
54 3.29002e+01 1.67802e+01 3.82946e+01
55 3.63873e+01 1.81401e+01 3.83701e+01
56 3.09545e+01 1.55143e+01 3.48785e+01
57 3.81106e+01 1.79544e+01 2.48166e+01
58 4.61745e+01 2.85240e+01 2.66099e+01
59 3.27029e+01 4.43381e+01 3.94455e+01
60 2.34658e+01 1.82367e+01 3.69379e+01
61 3.59974e+01 2.16029e+01 1.90120e+01
62 4.44268e+01 3.33891e+01 2.25215e+01
63 2.23448e+01 3.56205e+01 4.36686e+01
64 3.01654e+01 3.69292e+01 1.60723e+01
65 2.59934e+01 2.93278e+01 1.60321e+01
66 1.64724e+01 3.15928e+01 3.76503e+01
67 1.81756e+01 3.84923e+01 2.52829e+01
68 3.89439e+01 3.77663e+01 4.29438e+01
69 1.98103e+01 2.75196e+01 2.00655e+01
70 2.58669e+01 4.12010e+01 1.97914e+01
71 4.19753e+01 2.72604e+01 2.01088e+01
72 2.49238e+01 4.17625e+01 4.09269e+01
73 4.45126e+01 3.52428e+01 3.82320e+01
74 3.91379e+01 3.39700e+01 1.77336e+01
75 3.41128e+01 4.49729e+01 2.39391e+01
76 3.60257e+01 3.31234e+01 4.62127e+01
77 2.94472e+01 2.29348e+01 1.73871e+01
78 4.34327e+01 4.08609e+01 3.38664e+01
79 4.51747e+01 3.83309e+01 3.27379e+01
80 2.87043e+01 3.52967e+01 4.62625e+01
81 1.68563e+01 3.21690e+01 2.35223e+01
82 2.42304e+01 3.00566e+01 4.56058e+01
83 3.75111e+01 2.71373e+01 4.50853e+01
84 4.54876e+01 2.90718e+01 3.79545e+01
85 3.18173e+01 4.17454e+01 1.93718e+01
86 3.20162e+01 2.37898e+01 4.53465e+01
87 1.76301e+01 2.52061e+01 3.75266e+01
88 2.14550e+01 1.94917e+01 2.52955e+01
89 2.62737e+01 2.43258e+01 4.47831e+01
90 4.25626e+01 3.90618e+01 2.34941e+01
91 4.61406e+01 3.52329e+01 2.77167e+01
92 1.88206e+01 3.63529e+01 3.99518e+01
