1	3723
1	  2.64625018e+01	  2.71897630e+01	  3.89212485e+01
2	  3.17919048e+01	  2.80887861e+01	  2.03492830e+01
3	  2.14634428e+01	  2.90859397e+01	  3.51275417e+01
4	  3.80891402e+01	  2.80696033e+01	  2.44466785e+01
5	  2.21531178e+01	  2.73443410e+01	  3.56012422e+01
6	  2.92281111e+01	  3.99514808e+01	  3.06100965e+01
7	  3.93812591e+01	  3.25882618e+01	  3.23006255e+01
8	  2.57095236e+01	  2.50100311e+01	  3.75294105e+01
9	  2.99571944e+01	  3.36450449e+01	  2.06880821e+01
10	  2.44886123e+01	  2.21705375e+01	  2.71148446e+01
11	  3.41112492e+01	  2.12255467e+01	  2.75288467e+01
12	  3.54791796e+01	  2.91995348e+01	  2.16730650e+01
13	  2.88121229e+01	  2.09712323e+01	  2.58683778e+01
14	  3.57452496e+01	  3.68161745e+01	  3.45312109e+01
15	  2.96848246e+01	  2.03060656e+01	  2.75651900e+01
16	  3.51337111e+01	  2.85058031e+01	  3.84505849e+01
17	  2.05357891e+01	  2.68621579e+01	  3.07633212e+01
18	  3.15672570e+01	  3.98757387e+01	  2.98838527e+01
19	  3.05584902e+01	  2.02905636e+01	  2.76729991e+01
20	  2.88230526e+01	  2.07670791e+01	  2.63437769e+01
21	  2.91063336e+01	  2.47103444e+01	  2.15607522e+01
22	  2.26262671e+01	  3.66862726e+01	  2.90398843e+01
23	  2.77719117e+01	  2.73744674e+01	  3.93884078e+01
24	  2.53805048e+01	  2.74989044e+01	  2.14908999e+01
25	  2.95039055e+01	  2.05211512e+01	  2.68527289e+01
26	  2.84849830e+01	  2.03550599e+01	  2.78367029e+01
27	  3.21947095e+01	  2.95757625e+01	  3.97469622e+01
28	  2.84731435e+01	  3.32502936e+01	  2.06670315e+01
29	  3.78146234e+01	  3.16612325e+01	  2.39856865e+01
30	  2.97631865e+01	  3.47803968e+01	  3.87801894e+01
31	  2.28095551e+01	  3.34836458e+01	  3.60134611e+01
32	  2.84568283e+01	  2.77595410e+01	  3.96228356e+01
33	  3.58015393e+01	  3.58432556e+01	  3.56743727e+01
34	  3.48678871e+01	  3.06982646e+01	  2.12927558e+01
35	  3.16744528e+01	  2.83212970e+01	  2.02851575e+01
36	  3.38677692e+01	  3.75957104e+01	  2.47707032e+01
37	  3.48166638e+01	  2.51157436e+01	  3.72762483e+01
38	  2.54231617e+01	  3.10061540e+01	  2.11659633e+01
39	  2.47749672e+01	  2.26353660e+01	  3.42966496e+01
40	  3.00071432e+01	  2.01447634e+01	  3.16953645e+01
41	  3.99025257e+01	  2.99332296e+01	  3.13912324e+01
42	  2.06653456e+01	  2.83281361e+01	  3.31731841e+01
