1	12
1	3042	3043	3047	1
2	3040	3042	3043	1
3	3040	3044	3045	1
4	3044	3046	3047	1
5	3040	3041	3045	1
6	3044	3045	3047	1
7	3041	3043	3047	1
8	3040	3041	3043	1
9	3040	3044	3046	1
10	3040	3042	3046	1
11	3041	3045	3047	1
12	3042	3046	3047	1
